frame_num,nose,left_eye,right_eye,right_shoulder,left_shoulder,left_elbow,right_elbow,right_wrist,left_wrist,left_hip,right_hip,left_knee,right_knee
1560.0,"(0.4551202952861786, 0.5955289006233215, 0.09525886178016663)","(0.45388802886009216, 0.588742196559906, 0.0822540745139122)","(0.45672163367271423, 0.5903564691543579, 0.08024978637695312)","(0.455815851688385, 0.6346213817596436, -0.048109304159879684)","(0.424496054649353, 0.6127002835273743, 0.08049821108579636)","(0.4048249125480652, 0.6551638245582581, 0.11175728589296341)","(0.4437890648841858, 0.6918767690658569, -0.04910504072904587)","(0.4435870945453644, 0.737291157245636, -0.006946793291717768)","(0.4119083285331726, 0.6849756836891174, 0.1359269618988037)","(0.39964285492897034, 0.7165840268135071, 0.05409621447324753)","(0.4138675034046173, 0.7337282299995422, -0.05427419766783714)","(0.41109639406204224, 0.795617401599884, 0.08643531054258347)","(0.4092310667037964, 0.8138936758041382, -0.04636969789862633)"
1561.0,"(0.45079508423805237, 0.6003181338310242, 0.06596232205629349)","(0.4498388469219208, 0.5912953019142151, 0.06625264137983322)","(0.4509994685649872, 0.5923348069190979, 0.051461752504110336)","(0.44247758388519287, 0.6292065382003784, -0.06401858478784561)","(0.4188656210899353, 0.6142359375953674, 0.10334336012601852)","(0.40896934270858765, 0.6662852764129639, 0.15527644753456116)","(0.42530521750450134, 0.6790780425071716, -0.12616385519504547)","(0.4264329969882965, 0.7253901958465576, -0.16560761630535126)","(0.41504761576652527, 0.7033591270446777, 0.1974908858537674)","(0.38963940739631653, 0.7279349565505981, 0.05356534197926521)","(0.40539488196372986, 0.7365860939025879, -0.05365048721432686)","(0.3908312916755676, 0.8017361760139465, 0.0770433098077774)","(0.42071568965911865, 0.8073509335517883, -0.040596116334199905)"
1562.0,"(0.45232248306274414, 0.5999345183372498, -0.011110289953649044)","(0.450727254152298, 0.5909550189971924, -0.003053932683542371)","(0.45020872354507446, 0.5916165113449097, -0.020814241841435432)","(0.42878395318984985, 0.6246873736381531, -0.08495543152093887)","(0.4245814383029938, 0.6162670850753784, 0.090519018471241)","(0.41587018966674805, 0.6650136709213257, 0.16132259368896484)","(0.40437158942222595, 0.6763163208961487, -0.14029264450073242)","(0.40713897347450256, 0.7215849757194519, -0.16510334610939026)","(0.4426512122154236, 0.6795141696929932, 0.20087185502052307)","(0.3883722424507141, 0.7264733910560608, 0.05284968391060829)","(0.39795124530792236, 0.734540581703186, -0.052927855402231216)","(0.3773946464061737, 0.7994220852851868, 0.06403772532939911)","(0.4244112968444824, 0.7934328317642212, -0.04032742604613304)"
1563.0,"(0.45217788219451904, 0.5993717312812805, -0.0061456491239368916)","(0.45165687799453735, 0.5907682180404663, 0.0025811425875872374)","(0.4510788917541504, 0.5906330347061157, -0.013502394780516624)","(0.4284376800060272, 0.6183592677116394, -0.06773010641336441)","(0.4283093214035034, 0.6179664731025696, 0.09968424588441849)","(0.42199084162712097, 0.6625323295593262, 0.16577546298503876)","(0.4009799063205719, 0.6448455452919006, -0.12758246064186096)","(0.3994744122028351, 0.7145289182662964, -0.1620379388332367)","(0.4513087272644043, 0.6720890998840332, 0.19841308891773224)","(0.3895355761051178, 0.7216190099716187, 0.0534806065261364)","(0.3984316289424896, 0.7290477752685547, -0.05355294421315193)","(0.36351364850997925, 0.7954415678977966, 0.03864770010113716)","(0.4361354410648346, 0.7683055996894836, -0.04380307346582413)"
1564.0,"(0.45058539509773254, 0.5975964665412903, 0.0006221724906936288)","(0.4500923156738281, 0.5893630981445312, 0.009229003451764584)","(0.4496498703956604, 0.5890870690345764, -0.007765553891658783)","(0.4246962368488312, 0.6127663254737854, -0.06637325137853622)","(0.4282318949699402, 0.6169030666351318, 0.10767994076013565)","(0.42894795536994934, 0.6531705856323242, 0.18587177991867065)","(0.3955232501029968, 0.633632242679596, -0.12858517467975616)","(0.39388078451156616, 0.6962236166000366, -0.16934792697429657)","(0.4543590545654297, 0.6666374802589417, 0.22673927247524261)","(0.3889086842536926, 0.7214747071266174, 0.05551404133439064)","(0.3966863751411438, 0.7272607684135437, -0.055622681975364685)","(0.3578125238418579, 0.7932695150375366, 0.04479619115591049)","(0.4378480911254883, 0.7589565515518188, -0.04344318062067032)"
1565.0,"(0.45080238580703735, 0.5967231392860413, -0.02870907634496689)","(0.4504379630088806, 0.5885689854621887, -0.020550359040498734)","(0.4498232901096344, 0.5882269740104675, -0.037538520991802216)","(0.4232726991176605, 0.6100343465805054, -0.08839026838541031)","(0.4291576147079468, 0.6154819130897522, 0.10514795035123825)","(0.4366646409034729, 0.6524063348770142, 0.1905927062034607)","(0.3943731486797333, 0.6344635486602783, -0.17069652676582336)","(0.395699143409729, 0.6925384998321533, -0.23957239091396332)","(0.4623207449913025, 0.6560227870941162, 0.2658312916755676)","(0.38904276490211487, 0.7207431793212891, 0.05707911401987076)","(0.3943938910961151, 0.7259289026260376, -0.05717659741640091)","(0.36333462595939636, 0.7953883409500122, 0.07496658712625504)","(0.4378131926059723, 0.7630027532577515, -0.05140484496951103)"
1566.0,"(0.451003760099411, 0.5971024036407471, -0.03869611769914627)","(0.4507559537887573, 0.5884970426559448, -0.03170881047844887)","(0.4499525725841522, 0.5883617997169495, -0.04733787104487419)","(0.4242623746395111, 0.6102421879768372, -0.09670551866292953)","(0.4299222230911255, 0.6134260892868042, 0.0734933540225029)","(0.45038041472435, 0.6346559524536133, 0.17702457308769226)","(0.39931243658065796, 0.6391224265098572, -0.15463776886463165)","(0.4068462550640106, 0.7007808685302734, -0.18399398028850555)","(0.4622102379798889, 0.6393347978591919, 0.2620008885860443)","(0.3911994695663452, 0.7171632647514343, 0.054810695350170135)","(0.3950428366661072, 0.7174969911575317, -0.054951369762420654)","(0.37587425112724304, 0.7954641580581665, 0.05326654016971588)","(0.4349413514137268, 0.766510546207428, -0.048422154039144516)"
1567.0,"(0.4508301019668579, 0.591728150844574, -0.030891304835677147)","(0.4500032961368561, 0.5828626751899719, -0.024762075394392014)","(0.44926103949546814, 0.5830437541007996, -0.04156862944364548)","(0.4249689280986786, 0.609480619430542, -0.10697628557682037)","(0.4288490414619446, 0.6079747080802917, 0.07147611677646637)","(0.44220542907714844, 0.6180900931358337, 0.17208357155323029)","(0.4066850543022156, 0.6537933349609375, -0.13522368669509888)","(0.4190184473991394, 0.7002322673797607, -0.15126946568489075)","(0.453035831451416, 0.6043986678123474, 0.251735121011734)","(0.3929291069507599, 0.7070242762565613, 0.05322232097387314)","(0.3970026671886444, 0.706725001335144, -0.053367648273706436)","(0.38787317276000977, 0.79444420337677, 0.034634996205568314)","(0.42161825299263, 0.7700055241584778, -0.03799921274185181)"
1568.0,"(0.45035797357559204, 0.5776607394218445, -0.0030575289856642485)","(0.44995248317718506, 0.569269597530365, 0.010069011710584164)","(0.44937413930892944, 0.5693447589874268, -0.010715632699429989)","(0.42518043518066406, 0.5975323915481567, -0.07796662300825119)","(0.4258044958114624, 0.5896306037902832, 0.09854176640510559)","(0.4325823485851288, 0.617418110370636, 0.19761094450950623)","(0.4139494001865387, 0.6515835523605347, -0.12193010747432709)","(0.44416484236717224, 0.6675259470939636, -0.14296169579029083)","(0.45059773325920105, 0.6133323311805725, 0.2719646394252777)","(0.39371851086616516, 0.6956977844238281, 0.05282779783010483)","(0.39520272612571716, 0.6944848299026489, -0.05290417745709419)","(0.40249165892601013, 0.7738308906555176, 0.026607338339090347)","(0.4146519899368286, 0.7677832245826721, -0.0706668421626091)"
1569.0,"(0.45046016573905945, 0.5621873736381531, 0.061359625309705734)","(0.4497849643230438, 0.5527036786079407, 0.06403089314699173)","(0.4497055113315582, 0.5530107021331787, 0.04930835962295532)","(0.42938026785850525, 0.5817529559135437, -0.03159361332654953)","(0.4184819757938385, 0.5635312795639038, 0.1007547676563263)","(0.39147132635116577, 0.5358332991600037, 0.11024501174688339)","(0.4379035532474518, 0.6346347332000732, -0.10356497764587402)","(0.4638005793094635, 0.6269078254699707, -0.14270202815532684)","(0.3642454147338867, 0.5149200558662415, 0.09291693568229675)","(0.3947238326072693, 0.6813638806343079, 0.05682871863245964)","(0.39824584126472473, 0.6838177442550659, -0.05694111809134483)","(0.41221413016319275, 0.7573364973068237, 0.02539576217532158)","(0.421112984418869, 0.7492458820343018, -0.08550521731376648)"
1570.0,"(0.4512560963630676, 0.5437011122703552, 0.05319047346711159)","(0.45052939653396606, 0.5338691473007202, 0.05100543051958084)","(0.45057353377342224, 0.5340391993522644, 0.03856493532657623)","(0.43067511916160583, 0.5684067606925964, -0.04918466508388519)","(0.4176936149597168, 0.5488088130950928, 0.07039050757884979)","(0.38823401927948, 0.5306848883628845, 0.09217691421508789)","(0.44880568981170654, 0.6201784610748291, -0.10522034019231796)","(0.47118091583251953, 0.5945141911506653, -0.1350589394569397)","(0.36692121624946594, 0.5051073431968689, 0.10033342987298965)","(0.39582952857017517, 0.6696973443031311, 0.056221313774585724)","(0.40409600734710693, 0.6712466478347778, -0.05639432743191719)","(0.39886748790740967, 0.7510342597961426, 0.03374680131673813)","(0.44328346848487854, 0.7134690284729004, -0.06339612603187561)"
1571.0,"(0.45040276646614075, 0.5228408575057983, 0.0400850772857666)","(0.4497697055339813, 0.5136798620223999, 0.0405716747045517)","(0.4499398469924927, 0.5137283205986023, 0.027479302138090134)","(0.4319913983345032, 0.5429762005805969, -0.05047567933797836)","(0.41742029786109924, 0.5329524278640747, 0.07135318964719772)","(0.3881863057613373, 0.5242630243301392, 0.10099558532238007)","(0.45101290941238403, 0.5969785451889038, -0.10569773614406586)","(0.4726637005805969, 0.5744582414627075, -0.13201174139976501)","(0.3726081848144531, 0.5090512037277222, 0.11797035485506058)","(0.40447017550468445, 0.6515666842460632, 0.05179214105010033)","(0.40756723284721375, 0.6524767279624939, -0.05192214250564575)","(0.42489564418792725, 0.7156772613525391, 0.022470202296972275)","(0.4121939241886139, 0.7111929655075073, -0.058208245784044266)"
1572.0,"(0.4492460787296295, 0.509325385093689, 0.05759655684232712)","(0.4486551880836487, 0.5009126663208008, 0.05692213773727417)","(0.44939345121383667, 0.5015876293182373, 0.0440991148352623)","(0.4346780478954315, 0.534081220626831, -0.042036499828100204)","(0.4146063029766083, 0.5187682509422302, 0.0737498551607132)","(0.3854420483112335, 0.5156755447387695, 0.10182877629995346)","(0.45246925950050354, 0.5837745070457458, -0.08673310279846191)","(0.4773612320423126, 0.5645614266395569, -0.08830949664115906)","(0.36637067794799805, 0.505906343460083, 0.1078961119055748)","(0.40811988711357117, 0.6329618096351624, 0.05164218693971634)","(0.4147234261035919, 0.6412390470504761, -0.05178554356098175)","(0.40235087275505066, 0.7083520889282227, 0.046401262283325195)","(0.4548359513282776, 0.6653455495834351, -0.040413811802864075)"
1573.0,"(0.44924479722976685, 0.49858811497688293, 0.07196521759033203)","(0.44819551706314087, 0.4889979064464569, 0.07337431609630585)","(0.44856271147727966, 0.4895778000354767, 0.06058387830853462)","(0.43582186102867126, 0.5300335884094238, -0.01579245738685131)","(0.41632550954818726, 0.5133898258209229, 0.0840495303273201)","(0.3851548731327057, 0.5106752514839172, 0.07615278661251068)","(0.45257166028022766, 0.5794420838356018, -0.004787836689502001)","(0.4791468381881714, 0.5727845430374146, 0.07148328423500061)","(0.36016109585762024, 0.49916794896125793, 0.04037858545780182)","(0.41402292251586914, 0.6327275633811951, 0.04776785150170326)","(0.4221111834049225, 0.6372997760772705, -0.04796568676829338)","(0.39710769057273865, 0.7063207626342773, 0.03099050186574459)","(0.45923978090286255, 0.6670740246772766, -0.03185298666357994)"
1574.0,"(0.4488518536090851, 0.49758464097976685, 0.05699861794710159)","(0.44750797748565674, 0.48826462030410767, 0.058810774236917496)","(0.4475589394569397, 0.48867595195770264, 0.04426359012722969)","(0.43435734510421753, 0.5296282768249512, -0.02930104359984398)","(0.4144167900085449, 0.5135605335235596, 0.08764462172985077)","(0.3829086124897003, 0.5200580954551697, 0.09245018661022186)","(0.44698676466941833, 0.5844826102256775, -0.0939028263092041)","(0.473539799451828, 0.5899490118026733, -0.13947820663452148)","(0.3587344288825989, 0.5070109963417053, 0.07395032793283463)","(0.4177800714969635, 0.6288142204284668, 0.047939736396074295)","(0.4234093129634857, 0.6327160000801086, -0.04807271063327789)","(0.414622962474823, 0.7074850797653198, 0.03848098963499069)","(0.42551520466804504, 0.6962252259254456, -0.07724376022815704)"
1575.0,"(0.44642531871795654, 0.4954489767551422, 0.047403231263160706)","(0.4443044066429138, 0.48780953884124756, 0.04833820089697838)","(0.4446346163749695, 0.48846209049224854, 0.03349347412586212)","(0.4332464337348938, 0.5367836356163025, -0.047128017991781235)","(0.41278648376464844, 0.5206499099731445, 0.0656876191496849)","(0.3760068118572235, 0.5363731980323792, 0.08945026248693466)","(0.438681960105896, 0.595090925693512, -0.060614872723817825)","(0.4691809415817261, 0.5912953019142151, -0.03434934839606285)","(0.3509751260280609, 0.5284425616264343, 0.10508977621793747)","(0.4195522665977478, 0.6365004181861877, 0.043547503650188446)","(0.42690297961235046, 0.6378073692321777, -0.04363017901778221)","(0.4177842140197754, 0.7074991464614868, 0.019020603969693184)","(0.4575105309486389, 0.685536801815033, -0.04165656119585037)"
1576.0,"(0.4431043565273285, 0.4976577162742615, -0.0027943537570536137)","(0.44076696038246155, 0.4906834363937378, -0.0007602113182656467)","(0.4408487379550934, 0.4911763370037079, -0.014839536510407925)","(0.4298321604728699, 0.5404821634292603, -0.09049765765666962)","(0.4086661636829376, 0.5204314589500427, 0.04973858594894409)","(0.38371050357818604, 0.5344024300575256, 0.11390020698308945)","(0.4275623857975006, 0.5998566150665283, -0.13149867951869965)","(0.45160576701164246, 0.6216794848442078, -0.1472204029560089)","(0.36366865038871765, 0.533996045589447, 0.18935175240039825)","(0.4177577793598175, 0.6326354146003723, 0.04922772943973541)","(0.42318588495254517, 0.6413270235061646, -0.04943041503429413)","(0.4593980610370636, 0.6791185736656189, 0.03844156488776207)","(0.4495033621788025, 0.6971551179885864, -0.08812844008207321)"
1577.0,"(0.43690431118011475, 0.4962170720100403, -0.03587958961725235)","(0.4349682033061981, 0.48906102776527405, -0.03074977733194828)","(0.4345856308937073, 0.48919445276260376, -0.047163479030132294)","(0.41608378291130066, 0.5314768552780151, -0.11131995171308517)","(0.4036928415298462, 0.5168570876121521, 0.05069965869188309)","(0.3986453413963318, 0.5534764528274536, 0.1132451593875885)","(0.41029995679855347, 0.598098874092102, -0.1450401395559311)","(0.4273877739906311, 0.6362962126731873, -0.16162361204624176)","(0.41824716329574585, 0.5525636672973633, 0.15389451384544373)","(0.39835211634635925, 0.63409823179245, 0.05599886551499367)","(0.4052749276161194, 0.6401106119155884, -0.0559355765581131)","(0.43712860345840454, 0.6806672811508179, 0.0753813236951828)","(0.44657382369041443, 0.687905490398407, -0.05625171586871147)"
1578.0,"(0.42901307344436646, 0.4923385679721832, -0.040328092873096466)","(0.42741817235946655, 0.48453855514526367, -0.0350816585123539)","(0.4271778464317322, 0.48464661836624146, -0.051678676158189774)","(0.40298086404800415, 0.52604740858078, -0.11374522000551224)","(0.4046253263950348, 0.5146472454071045, 0.04519046097993851)","(0.40775540471076965, 0.5647777318954468, 0.10322416573762894)","(0.3980925679206848, 0.5928290486335754, -0.1307155191898346)","(0.4145859181880951, 0.6381293535232544, -0.1290549635887146)","(0.43038856983184814, 0.5741827487945557, 0.10354223847389221)","(0.38716909289360046, 0.6312159299850464, 0.054676029831171036)","(0.3905740976333618, 0.6365772485733032, -0.05467451736330986)","(0.4276876151561737, 0.6813335418701172, 0.09338058531284332)","(0.4267686605453491, 0.6767627000808716, -0.028215106576681137)"
1579.0,"(0.41608336567878723, 0.4871746003627777, -0.023811565712094307)","(0.4150161147117615, 0.47968789935112, -0.018414461985230446)","(0.4145098626613617, 0.47974440455436707, -0.034957267343997955)","(0.3907375931739807, 0.5172006487846375, -0.10000235587358475)","(0.3980503976345062, 0.5157269239425659, 0.055242300033569336)","(0.4059474766254425, 0.5638942122459412, 0.11365633457899094)","(0.3848129212856293, 0.5734559297561646, -0.13951556384563446)","(0.4002079367637634, 0.6343458890914917, -0.16725654900074005)","(0.4310254752635956, 0.5812486410140991, 0.11689223349094391)","(0.37794744968414307, 0.6294847726821899, 0.05295545980334282)","(0.3753453195095062, 0.6329638361930847, -0.05293746292591095)","(0.4239199757575989, 0.6712806224822998, 0.0773291364312172)","(0.4108103811740875, 0.6710707545280457, -0.04023689031600952)"
1580.0,"(0.39991748332977295, 0.47623902559280396, -0.05975152924656868)","(0.39790019392967224, 0.4675193428993225, -0.053617313504219055)","(0.39804112911224365, 0.46838778257369995, -0.07001380622386932)","(0.384480357170105, 0.5099950432777405, -0.12287258356809616)","(0.37855958938598633, 0.5038539171218872, 0.037323031574487686)","(0.39695635437965393, 0.5595342516899109, 0.08697822690010071)","(0.3834405839443207, 0.5677695870399475, -0.14604757726192474)","(0.3943069875240326, 0.6276504397392273, -0.1492689549922943)","(0.42334556579589844, 0.576988160610199, 0.07092083245515823)","(0.3641824722290039, 0.61874920129776, 0.05318842828273773)","(0.37227487564086914, 0.626221239566803, -0.053232766687870026)","(0.3671822249889374, 0.6371007561683655, 0.20655375719070435)","(0.41459694504737854, 0.6704119443893433, 0.002907617250457406)"
1581.0,"(0.3880949914455414, 0.46470701694488525, 0.014753533527255058)","(0.38487157225608826, 0.45638352632522583, 0.013682501390576363)","(0.38592785596847534, 0.45789504051208496, 0.0013779024593532085)","(0.3823281228542328, 0.5011367797851562, -0.09094910323619843)","(0.36482635140419006, 0.4942643940448761, 0.048798222094774246)","(0.3719392716884613, 0.5568370223045349, 0.09654925763607025)","(0.3818143606185913, 0.5589373111724854, -0.11630776524543762)","(0.4015391767024994, 0.5931166410446167, -0.11903393268585205)","(0.4059867262840271, 0.5742163062095642, 0.10105952620506287)","(0.3582252562046051, 0.6143717765808105, 0.0453813299536705)","(0.3707333505153656, 0.6176636815071106, -0.04547275975346565)","(0.36755135655403137, 0.6664687395095825, 0.11370553076267242)","(0.39603129029273987, 0.6640597581863403, 0.024147987365722656)"
1582.0,"(0.3783631920814514, 0.4574528634548187, 0.09025751054286957)","(0.37565168738365173, 0.4501762092113495, 0.08318237215280533)","(0.37850141525268555, 0.4511089026927948, 0.07319378852844238)","(0.381951242685318, 0.4963477849960327, -0.04809201508760452)","(0.3544921875, 0.4848298728466034, 0.05554956570267677)","(0.35410276055336, 0.5543818473815918, 0.07101719081401825)","(0.37913307547569275, 0.5525038838386536, -0.08316841721534729)","(0.39191165566444397, 0.5990955233573914, -0.10627294331789017)","(0.3604677617549896, 0.5824891924858093, 0.0535130500793457)","(0.35280483961105347, 0.6109309792518616, 0.0402371920645237)","(0.37197890877723694, 0.6126077771186829, -0.04040776193141937)","(0.3578258752822876, 0.6725538969039917, 0.09798770397901535)","(0.3863239288330078, 0.6688739061355591, 0.03753385320305824)"
1583.0,"(0.3715439438819885, 0.4553544819355011, 0.07379560172557831)","(0.3695516586303711, 0.44858652353286743, 0.06562730669975281)","(0.3725424110889435, 0.4494732916355133, 0.056885600090026855)","(0.3803539276123047, 0.4951823055744171, -0.05755454674363136)","(0.3471128046512604, 0.48600977659225464, 0.0351237915456295)","(0.33281466364860535, 0.553610622882843, 0.023286378011107445)","(0.384827196598053, 0.5542110204696655, -0.0964319184422493)","(0.3969641625881195, 0.5987157225608826, -0.1512729674577713)","(0.30928319692611694, 0.5831462144851685, 0.005755664315074682)","(0.34625861048698425, 0.6090469360351562, 0.041563697159290314)","(0.3678869307041168, 0.6097323298454285, -0.04179796949028969)","(0.35276204347610474, 0.6730183959007263, 0.11303719133138657)","(0.37501123547554016, 0.6740087270736694, 0.006786084268242121)"
1584.0,"(0.361751526594162, 0.4539130926132202, 0.08007286489009857)","(0.36004194617271423, 0.44699427485466003, 0.07007578015327454)","(0.36360880732536316, 0.4478309750556946, 0.06168288365006447)","(0.3757064938545227, 0.49201834201812744, -0.06121908500790596)","(0.33835285902023315, 0.48356735706329346, 0.04503060132265091)","(0.34523361921310425, 0.54123455286026, 0.03293922170996666)","(0.3745521306991577, 0.5464337468147278, -0.10083626210689545)","(0.38345417380332947, 0.5984036326408386, -0.13627609610557556)","(0.35805684328079224, 0.5779709219932556, -0.003977562300860882)","(0.33912765979766846, 0.6081188917160034, 0.04453803971409798)","(0.3599620759487152, 0.608117401599884, -0.044688113033771515)","(0.3499075472354889, 0.6749129295349121, 0.11474638432264328)","(0.36301955580711365, 0.6755637526512146, -0.022730577737092972)"
1585.0,"(0.35940316319465637, 0.45605340600013733, 0.06237294152379036)","(0.3572636544704437, 0.44792020320892334, 0.05436893180012703)","(0.36102625727653503, 0.4495309889316559, 0.04439966008067131)","(0.3716660737991333, 0.4916000962257385, -0.0752546638250351)","(0.3330536484718323, 0.4883255660533905, 0.035673994570970535)","(0.33241841197013855, 0.5437576770782471, 0.03649960458278656)","(0.3716638684272766, 0.5476043224334717, -0.09055950492620468)","(0.3786972761154175, 0.5989502668380737, -0.07865200191736221)","(0.33066806197166443, 0.5762870907783508, 0.01828501746058464)","(0.33403459191322327, 0.6033995747566223, 0.04807402938604355)","(0.35388514399528503, 0.6065360903739929, -0.048219967633485794)","(0.3592052161693573, 0.6084223389625549, 0.08272574096918106)","(0.35232335329055786, 0.6787959337234497, -0.029168592765927315)"
1586.0,"(0.3715076148509979, 0.4470561444759369, 0.07101757824420929)","(0.36955204606056213, 0.43834805488586426, 0.06501597166061401)","(0.3725709915161133, 0.4388372004032135, 0.05386514961719513)","(0.3700789511203766, 0.48126786947250366, -0.07113847136497498)","(0.33230143785476685, 0.4871560037136078, 0.05842285603284836)","(0.3254108726978302, 0.5269967913627625, 0.09832784533500671)","(0.37998166680336, 0.5361685752868652, -0.07556572556495667)","(0.3868538439273834, 0.5844990611076355, -0.04382474347949028)","(0.3364667594432831, 0.5558564066886902, 0.13598081469535828)","(0.3305012881755829, 0.6017720699310303, 0.05116822570562363)","(0.3525826334953308, 0.6048681139945984, -0.05130552127957344)","(0.36715561151504517, 0.5985801219940186, 0.07010576128959656)","(0.3455953598022461, 0.684288740158081, -0.06695222854614258)"
1587.0,"(0.3648836314678192, 0.4525741934776306, 0.060153696686029434)","(0.3632358908653259, 0.44435495138168335, 0.05255082622170448)","(0.36687007546424866, 0.44514572620391846, 0.043739430606365204)","(0.3721473813056946, 0.49175986647605896, -0.07124107331037521)","(0.32857662439346313, 0.4907490611076355, 0.03826646879315376)","(0.3168777525424957, 0.5308546423912048, 0.0882197767496109)","(0.37104320526123047, 0.5469861030578613, -0.0654713585972786)","(0.3751000165939331, 0.5906088352203369, -0.020583724603056908)","(0.32435986399650574, 0.5551267862319946, 0.13471108675003052)","(0.32678383588790894, 0.6064367890357971, 0.05087912082672119)","(0.34741121530532837, 0.6099804639816284, -0.05102275311946869)","(0.36551815271377563, 0.6119226813316345, 0.11275632679462433)","(0.34010106325149536, 0.6914269328117371, -0.03641005605459213)"
1588.0,"(0.3510703444480896, 0.4720083475112915, 0.03729528561234474)","(0.3495658338069916, 0.46502360701560974, 0.022516578435897827)","(0.35207831859588623, 0.46695420145988464, 0.018718570470809937)","(0.3647536337375641, 0.5085382461547852, -0.08677436411380768)","(0.3266667127609253, 0.4963873326778412, 0.005049781873822212)","(0.31617221236228943, 0.5333635807037354, 0.08620866388082504)","(0.3672875165939331, 0.5649266242980957, -0.06647539138793945)","(0.37413132190704346, 0.6001631021499634, -0.004761801101267338)","(0.31797081232070923, 0.5396822094917297, 0.15628337860107422)","(0.3233342468738556, 0.6118081212043762, 0.046567000448703766)","(0.3432247042655945, 0.6241241097450256, -0.04680066555738449)","(0.353997141122818, 0.6302460432052612, 0.18431973457336426)","(0.33680638670921326, 0.7017259001731873, -0.007450239732861519)"
1589.0,"(0.3547866940498352, 0.4854274094104767, 0.05451390892267227)","(0.35368871688842773, 0.47837135195732117, 0.04166410490870476)","(0.35652774572372437, 0.4807584285736084, 0.037913307547569275)","(0.36955732107162476, 0.5222903490066528, -0.07569629698991776)","(0.32985323667526245, 0.5130250453948975, 0.024715546518564224)","(0.31953927874565125, 0.545628547668457, 0.09369092434644699)","(0.3738521337509155, 0.5772178769111633, -0.07711227238178253)","(0.3833106458187103, 0.6250707507133484, -0.05105230584740639)","(0.3291243016719818, 0.5514227747917175, 0.16752897202968597)","(0.3277735412120819, 0.6277977228164673, 0.04618610441684723)","(0.35000184178352356, 0.6338472366333008, -0.04640573635697365)","(0.35032710433006287, 0.6658327579498291, 0.16634608805179596)","(0.3452748954296112, 0.7166499495506287, -0.03733917325735092)"
1590.0,"(0.3561486303806305, 0.5101380348205566, 0.08131273090839386)","(0.3554224669933319, 0.501954972743988, 0.06824947893619537)","(0.35905885696411133, 0.5041031241416931, 0.0655336081981659)","(0.37177082896232605, 0.5482404232025146, -0.034621212631464005)","(0.3309296667575836, 0.5429467558860779, 0.030607033520936966)","(0.3235896825790405, 0.5759946703910828, 0.10064131766557693)","(0.3744846284389496, 0.6104153394699097, -0.003125941613689065)","(0.38062870502471924, 0.6289144158363342, 0.05833306163549423)","(0.3347315788269043, 0.57574862241745, 0.1880154311656952)","(0.3299456536769867, 0.6583338379859924, 0.03395814821124077)","(0.3520817160606384, 0.6605613827705383, -0.03409826382994652)","(0.3428718149662018, 0.7379540205001831, 0.0442805290222168)","(0.3514423668384552, 0.7454535365104675, -0.018801456317305565)"
1591.0,"(0.3761046528816223, 0.5184473395347595, 0.1517762988805771)","(0.3743656575679779, 0.5114870071411133, 0.14951492846012115)","(0.37855586409568787, 0.5122501850128174, 0.13903261721134186)","(0.3764372766017914, 0.5536906123161316, 0.0038051276933401823)","(0.33207187056541443, 0.5548580884933472, 0.13094179332256317)","(0.3484418988227844, 0.6293497681617737, 0.13206720352172852)","(0.3698723614215851, 0.6247503161430359, -0.05079205706715584)","(0.3843547999858856, 0.6475072503089905, -0.07973531633615494)","(0.36094290018081665, 0.6595367789268494, 0.14178018271923065)","(0.3312346637248993, 0.689825177192688, 0.040530554950237274)","(0.35387420654296875, 0.683912992477417, -0.04077036678791046)","(0.3371712565422058, 0.7696451544761658, 0.08800410479307175)","(0.3570444881916046, 0.7709014415740967, -0.019841084256768227)"
1592.0,"(0.3666653633117676, 0.5646429657936096, 0.119940385222435)","(0.3647797703742981, 0.5572232007980347, 0.1114322766661644)","(0.36926352977752686, 0.5589627623558044, 0.1026928499341011)","(0.37109336256980896, 0.6038865447044373, -0.030824273824691772)","(0.33613166213035583, 0.5937651991844177, 0.0835028737783432)","(0.3471171259880066, 0.6531055569648743, 0.10983894765377045)","(0.3704436123371124, 0.674004077911377, -0.025238292291760445)","(0.38074901700019836, 0.6872189044952393, 0.03830691799521446)","(0.3673052191734314, 0.6792921423912048, 0.12102849036455154)","(0.33255520462989807, 0.7189812064170837, 0.041832245886325836)","(0.3549906313419342, 0.7227448225021362, -0.04208516702055931)","(0.32869812846183777, 0.7956587672233582, 0.09411352127790451)","(0.36551809310913086, 0.790354311466217, 0.018411722034215927)"
1593.0,"(0.3646142780780792, 0.5928491950035095, 0.12085128575563431)","(0.36346152424812317, 0.5856998562812805, 0.11294446140527725)","(0.3672419488430023, 0.5874356031417847, 0.10508918017148972)","(0.3694691061973572, 0.6326662302017212, -0.02333933860063553)","(0.338207870721817, 0.619873583316803, 0.08489353209733963)","(0.34692925214767456, 0.6711037755012512, 0.11507236212491989)","(0.3630424737930298, 0.6842969059944153, -0.03713986650109291)","(0.36993882060050964, 0.7015150785446167, -0.0787724182009697)","(0.36403700709342957, 0.6931252479553223, 0.1341535747051239)","(0.3305118978023529, 0.7467667460441589, 0.042399026453495026)","(0.3524131774902344, 0.7477193474769592, -0.04263298586010933)","(0.32069501280784607, 0.8173121809959412, 0.06784208863973618)","(0.37379077076911926, 0.7996561527252197, 0.017596807330846786)"
